Name,Address,City,State,Zip,Visit Index,geofence,the_geom
Macy's,7801 Citrus Park Town Center Mall ,Tampa,FL,33625,2887,"POLYGON((28.067914467039806 -82.57328670567847,28.068818882000755 -82.57310967988349,28.068979819915644 -82.5741882883782,28.068875523647762 -82.57421242831606,28.068851776453975 -82.57405015465793,28.06807067280483 -82.57421511046834,28.067914467039806 -82.57328670567847))","POLYGON((-82.57328670567847 28.067914467039806,-82.57310967988349 28.068818882000755,-82.5741882883782 28.068979819915644,-82.57421242831606 28.068875523647762,-82.57405015465793 28.068851776453975,-82.57421511046834 28.06807067280483,-82.57328670567847 28.067914467039806))"
Macy's,400 Bald Hill Road,Warwick,RI,02886,2883,"POLYGON((41.72569286820065 -71.47595946286452,41.72684726104034 -71.47619549725783,41.72671914549662 -71.47739892734847,41.72553272085363 -71.47710924877487,41.72569286820065 -71.47595946286452))","POLYGON((-71.47595946286452 41.72569286820065,-71.47619549725783 41.72684726104034,-71.47739892734847 41.72671914549662,-71.47710924877487 41.72553272085363,-71.47595946286452 41.72569286820065))"
Macy's,800 W Oaks Mall ,Houston,TX,77082,2883,"POLYGON((29.733359936326785 -95.64531387692614,29.733880161488702 -95.64531924134417,29.734141018782775 -95.64560537984613,29.7341410164353 -95.64621338696702,29.733873915581878 -95.6465137969526,29.733765415549836 -95.64654397183324,29.733624308530175 -95.64666534169908,29.733575001455037 -95.6466291317193,29.733448835491107 -95.64677531146651,29.732833563514358 -95.64607927651628,29.73309325677366 -95.64575784028125,29.733101408574594 -95.64563488691704,29.733359936326785 -95.64531387692614))","POLYGON((-95.64531387692614 29.733359936326785,-95.64531924134417 29.733880161488702,-95.64560537984613 29.734141018782775,-95.64621338696702 29.7341410164353,-95.6465137969526 29.733873915581878,-95.64654397183324 29.733765415549836,-95.64666534169908 29.733624308530175,-95.6466291317193 29.733575001455037,-95.64677531146651 29.733448835491107,-95.64607927651628 29.732833563514358,-95.64575784028125 29.73309325677366,-95.64563488691704 29.733101408574594,-95.64531387692614 29.733359936326785))"
Macy's,4650 S Hulen St,Fort Worth,TX,76132,2878,"POLYGON((32.678803952257844 -97.39687544075036,32.678913403030606 -97.39681458838265,32.67889642584865 -97.39675910040057,32.679187571643425 -97.39661057308274,32.679200938576464 -97.39665684128374,32.67943311738274 -97.3965213891604,32.679617255952714 -97.39700044431424,32.67965013322577 -97.39699402016572,32.67985134364402 -97.39752297980937,32.67980224035066 -97.39755093061194,32.67994785503932 -97.3979072414586,32.67971705802276 -97.39804219052417,32.67972331097558 -97.39808326210527,32.67946490244338 -97.39822441328954,32.67944927790769 -97.39818485066212,32.67929611723048 -97.39826129304856,32.67883669005343 -97.39709206009445,32.67887394076772 -97.39706813308271,32.678803952257844 -97.39687544075036))","POLYGON((-97.39687544075036 32.678803952257844,-97.39681458838265 32.678913403030606,-97.39675910040057 32.67889642584865,-97.39661057308274 32.679187571643425,-97.39665684128374 32.679200938576464,-97.3965213891604 32.67943311738274,-97.39700044431424 32.679617255952714,-97.39699402016572 32.67965013322577,-97.39752297980937 32.67985134364402,-97.39755093061194 32.67980224035066,-97.3979072414586 32.67994785503932,-97.39804219052417 32.67971705802276,-97.39808326210527 32.67972331097558,-97.39822441328954 32.67946490244338,-97.39818485066212 32.67944927790769,-97.39826129304856 32.67929611723048,-97.39709206009445 32.67883669005343,-97.39706813308271 32.67887394076772,-97.39687544075036 32.678803952257844))"
Macy's,6666 S Westnedge Ave,Portage,MI,49002,2877,"POLYGON((42.21994785482905 -85.59299412848128,42.220526010367834 -85.59259716154708,42.22092327855574 -85.59341004083029,42.22061036437449 -85.59361389384662,42.22058103407362 -85.59372654716583,42.22003525484508 -85.59361388871542,42.220150465679154 -85.59343275179486,42.21994785482905 -85.59299412848128))","POLYGON((-85.59299412848128 42.21994785482905,-85.59259716154708 42.220526010367834,-85.59341004083029 42.22092327855574,-85.59361389384662 42.22061036437449,-85.59372654716583 42.22058103407362,-85.59361388871542 42.22003525484508,-85.59343275179486 42.220150465679154,-85.59299412848128 42.21994785482905))"
Macy's,5403 Youngstown Warren Rd,Niles,OH,44446,2870,"POLYGON((41.213276623332035 -80.75180435130329,41.214023597409195 -80.75155758807392,41.214185013335424 -80.7523574449919,41.213956799295175 -80.75249156091496,41.21396779164626 -80.75279465109338,41.213454182856424 -80.75295825981124,41.213276623332035 -80.75180435130329))","POLYGON((-80.75180435130329 41.213276623332035,-80.75155758807392 41.214023597409195,-80.7523574449919 41.214185013335424,-80.75249156091496 41.213956799295175,-80.75279465109338 41.21396779164626,-80.75295825981124 41.213454182856424,-80.75180435130329 41.213276623332035))"
Macy's,4201 Division Street,St Cloud,MN,56301,2870,"POLYGON((45.55662158870758 -94.20955650315716,45.5577235409322 -94.20955650315716,45.55769349201496 -94.2107869545149,45.55662158870758 -94.21080841218702,45.55662158870758 -94.20955650315716))","POLYGON((-94.20955650315716 45.55662158870758,-94.20955650315716 45.5577235409322,-94.2107869545149 45.55769349201496,-94.21080841218702 45.55662158870758,-94.20955650315716 45.55662158870758))"
Macy's,2211 S Mooney Blvd ,Visalia,CA,93277,2869,"POLYGON((36.310269198349495 -119.31417499718998,36.3103601727956 -119.31418036160801,36.31036422430266 -119.31422733062243,36.31096913851827 -119.31423138449185,36.3109642756385 -119.31418584787252,36.31106261843861 -119.31418596974424,36.31116973481398 -119.31454773326789,36.31106936049792 -119.3146144536679,36.31106745587552 -119.31511803905903,36.31035904161499 -119.31510596694898,36.310364396261534 -119.31496917443212,36.310245423127746 -119.31497453919462,36.31024758517587 -119.31457476826989,36.310269198349495 -119.31417499718998))","POLYGON((-119.31417499718998 36.310269198349495,-119.31418036160801 36.3103601727956,-119.31422733062243 36.31036422430266,-119.31423138449185 36.31096913851827,-119.31418584787252 36.3109642756385,-119.31418596974424 36.31106261843861,-119.31454773326789 36.31116973481398,-119.3146144536679 36.31106936049792,-119.31511803905903 36.31106745587552,-119.31510596694898 36.31035904161499,-119.31496917443212 36.310364396261534,-119.31497453919462 36.310245423127746,-119.31457476826989 36.31024758517587,-119.31417499718998 36.310269198349495))"
Macy's,397 Greece Ridge Center Dr,Rochester,NY,14626,2860,"POLYGON((43.20661604916128 -77.69278487808197,43.207140617298975 -77.69247374183624,43.207437779217024 -77.69350456239351,43.206741171221346 -77.69385861398348,43.20662778058843 -77.69347731360489,43.206790048089594 -77.6933939522936,43.20661604916128 -77.69278487808197))","POLYGON((-77.69278487808197 43.20661604916128,-77.69247374183624 43.207140617298975,-77.69350456239351 43.207437779217024,-77.69385861398348 43.206741171221346,-77.69347731360489 43.20662778058843,-77.6933939522936 43.206790048089594,-77.69278487808197 43.20661604916128))"
Macy's,414 K St,Sacramento,CA,95814,2846,"POLYGON((38.580040194083445 -121.50117660317892,38.58099110404298 -121.50078500066275,38.58126787534304 -121.50187803240306,38.58034632390579 -121.50230718584544,38.580040194083445 -121.50117660317892))","POLYGON((-121.50117660317892 38.580040194083445,-121.50078500066275 38.58099110404298,-121.50187803240306 38.58126787534304,-121.50230718584544 38.58034632390579,-121.50117660317892 38.580040194083445))"
Macy's,1555 Northbrook Court,Northbrook,IL,60062,2843,"POLYGON((42.15088662165243 -87.81768865883362,42.15111729145818 -87.81872439142887,42.150118745442896 -87.8191428160352,42.149888075456076 -87.81814751282297,42.15088662165243 -87.81768865883362))","POLYGON((-87.81768865883362 42.15088662165243,-87.81872439142887 42.15111729145818,-87.8191428160352 42.150118745442896,-87.81814751282297 42.149888075456076,-87.81768865883362 42.15088662165243))"
Macy's,701 S Lynnhaven Rd,Virginia Beach,VA,23452,2843,"POLYGON((36.817252661329455 -76.0718080105928,36.81756303922029 -76.07157734330383,36.81754215549864 -76.07152638126126,36.817789381552274 -76.07135606079385,36.817904406085546 -76.07158740049795,36.818195504928745 -76.07134667064224,36.81855892261215 -76.07214030052069,36.81851866268655 -76.07230093108615,36.81829213122919 -76.07246125836531,36.81833722122179 -76.07256733662877,36.8178281208261 -76.07298576123509,36.817252661329455 -76.0718080105928))","POLYGON((-76.0718080105928 36.817252661329455,-76.07157734330383 36.81756303922029,-76.07152638126126 36.81754215549864,-76.07135606079385 36.817789381552274,-76.07158740049795 36.817904406085546,-76.07134667064224 36.818195504928745,-76.07214030052069 36.81855892261215,-76.07230093108615 36.81851866268655,-76.07246125836531 36.81829213122919,-76.07256733662877 36.81833722122179,-76.07298576123509 36.8178281208261,-76.0718080105928 36.817252661329455))"
Macy's,1,Concord,CA,94520,2843,"POLYGON((37.9666328314463 -122.0591802072704,37.96675644475462 -122.05920166482622,37.96678441846935 -122.05917752494372,37.967163409800406 -122.05924458028676,37.96724905058868 -122.05938796573548,37.96716129524481 -122.06013484914365,37.96707785762094 -122.06019788121239,37.96649326963621 -122.06006779391828,37.96644357809005 -122.05998609879055,37.96650529780297 -122.05950717129394,37.966528954702305 -122.05951640556498,37.96655935118828 -122.05923446637786,37.9666328314463 -122.0591802072704))","POLYGON((-122.0591802072704 37.9666328314463,-122.05920166482622 37.96675644475462,-122.05917752494372 37.96678441846935,-122.05924458028676 37.967163409800406,-122.05938796573548 37.96724905058868,-122.06013484914365 37.96716129524481,-122.06019788121239 37.96707785762094,-122.06006779391828 37.96649326963621,-122.05998609879055 37.96644357809005,-122.05950717129394 37.96650529780297,-122.05951640556498 37.966528954702305,-122.05923446637786 37.96655935118828,-122.0591802072704 37.9666328314463))"
Macy's,2201 University Square Mall,Tampa,FL,33612,2835,"POLYGON((28.055954168887038 -82.43429156137148,28.056144779758913 -82.43429491413895,28.0561471800287 -82.43425635737464,28.056266730845444 -82.43425451330961,28.05627443206338 -82.43428980110968,28.0566087806997 -82.43429022026697,28.056606413694954 -82.43525328403217,28.056431188206776 -82.43525596646288,28.056422870411694 -82.43527071866129,28.056406876474433 -82.43526870700987,28.0564047970459 -82.43536023739262,28.05624412833924 -82.43536057239277,28.056244129293766 -82.4353350153126,28.056022813802297 -82.43534101225288,28.056024589383817 -82.43517637320048,28.055953282823335 -82.43517854328132,28.055954318337538 -82.43482155356651,28.05592998192694 -82.43482276671199,28.05592728179945 -82.43466646408802,28.055955519347425 -82.43465536799545,28.055954168887038 -82.43429156137148))","POLYGON((-82.43429156137148 28.055954168887038,-82.43429491413895 28.056144779758913,-82.43425635737464 28.0561471800287,-82.43425451330961 28.056266730845444,-82.43428980110968 28.05627443206338,-82.43429022026697 28.0566087806997,-82.43525328403217 28.056606413694954,-82.43525596646288 28.056431188206776,-82.43527071866129 28.056422870411694,-82.43526870700987 28.056406876474433,-82.43536023739262 28.0564047970459,-82.43536057239277 28.05624412833924,-82.4353350153126 28.056244129293766,-82.43534101225288 28.056022813802297,-82.43517637320048 28.056024589383817,-82.43517854328132 28.055953282823335,-82.43482155356651 28.055954318337538,-82.43482276671199 28.05592998192694,-82.43466646408802 28.05592728179945,-82.43465536799545 28.055955519347425,-82.43429156137148 28.055954168887038))"
Macy's,555 Broadway ,Chula Vista,CA,91910,2833,"POLYGON((32.62997526528575 -117.08580091021184,32.63029223179482 -117.08592898565814,32.630347169293145 -117.08574592474451,32.6305745477604 -117.08584214894029,32.63060766399436 -117.08573988966009,32.63092688912005 -117.08587332985525,32.63086702990085 -117.08608292361072,32.63075126351961 -117.08603215213265,32.630731780964005 -117.08608991472283,32.63079884077554 -117.08612416039637,32.63067163836062 -117.08658219492878,32.62984199143888 -117.08625764763798,32.62997526528575 -117.08580091021184))","POLYGON((-117.08580091021184 32.62997526528575,-117.08592898565814 32.63029223179482,-117.08574592474451 32.630347169293145,-117.08584214894029 32.6305745477604,-117.08573988966009 32.63060766399436,-117.08587332985525 32.63092688912005,-117.08608292361072 32.63086702990085,-117.08603215213265 32.63075126351961,-117.08608991472283 32.630731780964005,-117.08612416039637 32.63079884077554,-117.08658219492878 32.63067163836062,-117.08625764763798 32.62984199143888,-117.08580091021184 32.62997526528575))"
Macy's,4700 S Broadway Ave,Tyler,TX,75703,2826,"POLYGON((32.29782335396543 -95.29862009127453,32.29851849800918 -95.29863618452862,32.29851850018087 -95.29873623811682,32.29859331799454 -95.29873262279091,32.29859558297933 -95.29981262036483,32.29844072397502 -95.29998964611411,32.297968799336374 -95.29998159917193,32.29782335396545 -95.29979116269271,32.29782335396543 -95.29862009127453))","POLYGON((-95.29862009127453 32.29782335396543,-95.29863618452862 32.29851849800918,-95.29873623811682 32.29851850018087,-95.29873262279091 32.29859331799454,-95.29981262036483 32.29859558297933,-95.29998964611411 32.29844072397502,-95.29998159917193 32.297968799336374,-95.29979116269271 32.29782335396545,-95.29862009127453 32.29782335396543))"
Macy's,Route 6 & 118,Swansea,MA,02777,2821,"POLYGON((41.755304147033584 -71.21675552046855,41.75558790670793 -71.2169955768781,41.75561554979545 -71.21694059083302,41.75587893028571 -71.21715248522594,41.755853441974565 -71.2172007648619,41.75613061306078 -71.21743680155834,41.75573843728522 -71.2183086439494,41.75492797363551 -71.21762736285962,41.755304147033584 -71.21675552046855))","POLYGON((-71.21675552046855 41.755304147033584,-71.2169955768781 41.75558790670793,-71.21694059083302 41.75561554979545,-71.21715248522594 41.75587893028571,-71.2172007648619 41.755853441974565,-71.21743680155834 41.75613061306078,-71.2183086439494 41.75573843728522,-71.21762736285962 41.75492797363551,-71.21675552046855 41.755304147033584))"
Macy's,260 Del Monte Center,Monterey,CA,93940,2811,"POLYGON((36.58397227828474 -121.89714279906053,36.58443054694997 -121.8970837904622,36.58446500708234 -121.89762231257885,36.58418460010359 -121.8976531581701,36.58412818456797 -121.89771619006473,36.58399812353887 -121.89773496535747,36.58397227828474 -121.89714279906053))","POLYGON((-121.89714279906053 36.58397227828474,-121.8970837904622 36.58443054694997,-121.89762231257885 36.58446500708234,-121.8976531581701 36.58418460010359,-121.89771619006473 36.58412818456797,-121.89773496535747 36.58399812353887,-121.89714279906053 36.58397227828474))"
Macy's,10300 Little Patuxent Pkwy.,Columbia,MD,21044,2796,"POLYGON((39.21651288427461 -76.85942848541379,39.21734112289307 -76.85942848541379,39.21736605948767 -76.86050824342232,39.21650457197637 -76.86052970109444,39.21651288427461 -76.85942848541379))","POLYGON((-76.85942848541379 39.21651288427461,-76.85942848541379 39.21734112289307,-76.86050824342232 39.21736605948767,-76.86052970109444 39.21650457197637,-76.85942848541379 39.21651288427461))"
Macy's,500 Southcenter Mall,Tukwila,WA,98188,2786,"POLYGON((47.459147310404184 -122.25870209964899,47.45947507505278 -122.25867125507921,47.45946916011155 -122.25844729068035,47.45977650186148 -122.25841778556776,47.459779181559306 -122.25869405293457,47.45987616108331 -122.25868064197687,47.45989792258143 -122.25964062918706,47.45980094304624 -122.25964062932553,47.459791009399666 -122.25995176539328,47.459505429386105 -122.25996785764869,47.459489582704215 -122.25963794584857,47.45912554859535 -122.259629900351,47.459147310404184 -122.25870209964899))","POLYGON((-122.25870209964899 47.459147310404184,-122.25867125507921 47.45947507505278,-122.25844729068035 47.45946916011155,-122.25841778556776 47.45977650186148,-122.25869405293457 47.459779181559306,-122.25868064197687 47.45987616108331,-122.25964062918706 47.45989792258143,-122.25964062932553 47.45980094304624,-122.25995176539328 47.459791009399666,-122.25996785764869 47.459505429386105,-122.25963794584857 47.459489582704215,-122.259629900351 47.45912554859535,-122.25870209964899 47.459147310404184))"
Macy's,1058 W Club Blvd,Durham,NC,27701,2786,"POLYGON((36.01750444209222 -78.90954632114796,36.018301192019216 -78.9095355923119,36.01833590319532 -78.91066012792578,36.01753481467923 -78.91068695001593,36.01750444209222 -78.90954632114796))","POLYGON((-78.90954632114796 36.01750444209222,-78.9095355923119 36.018301192019216,-78.91066012792578 36.01833590319532,-78.91068695001593 36.01753481467923,-78.90954632114796 36.01750444209222))"
Macy's,1865 41st Ave ,Capitola,CA,95010,2778,"POLYGON((36.976422426267675 -121.9682617845557,36.97703030729774 -121.96881700182178,36.976726035576334 -121.96934188409205,36.9761202948957 -121.96880544228907,36.976422426267675 -121.9682617845557))","POLYGON((-121.9682617845557 36.976422426267675,-121.96881700182178 36.97703030729774,-121.96934188409205 36.976726035576334,-121.96880544228907 36.9761202948957,-121.9682617845557 36.976422426267675))"
Macy's,111 Puainako St,Hilo,HI,96720,2765,"POLYGON((19.69601473920112 -155.0629868744046,19.696647466619247 -155.06299760324066,19.696642416071793 -155.06374475257905,19.696009688633715 -155.06374475257905,19.69601473920112 -155.0629868744046))","POLYGON((-155.0629868744046 19.69601473920112,-155.06299760324066 19.696647466619247,-155.06374475257905 19.696642416071793,-155.06374475257905 19.696009688633715,-155.0629868744046 19.69601473920112))"
Macy's,11200 Lakeline Mall Dr,Cedar Park,TX,78613,2762,"POLYGON((30.471227353150326 -97.80564476520169,30.47208304667487 -97.80477438837636,30.472480663856974 -97.80531794032083,30.472460060040444 -97.80534409282541,30.4724533265195 -97.80547216925089,30.472424530713695 -97.80547451645623,30.472379552830127 -97.80541517287577,30.47218715198185 -97.80561080672601,30.472191248001153 -97.8056227090567,30.472139746072735 -97.80566912379288,30.472143725679388 -97.80568201090227,30.472130879312036 -97.80569705627636,30.472142174265095 -97.80572446481239,30.47203094738686 -97.80582965721885,30.472018101039584 -97.80581251574563,30.472000119218723 -97.80582942600023,30.4719922841804 -97.80582044673537,30.47194062311585 -97.80587721052518,30.471932885024398 -97.80586691907547,30.471620350339503 -97.80618295272814,30.471227353150326 -97.80564476520169))","POLYGON((-97.80564476520169 30.471227353150326,-97.80477438837636 30.47208304667487,-97.80531794032083 30.472480663856974,-97.80534409282541 30.472460060040444,-97.80547216925089 30.4724533265195,-97.80547451645623 30.472424530713695,-97.80541517287577 30.472379552830127,-97.80561080672601 30.47218715198185,-97.8056227090567 30.472191248001153,-97.80566912379288 30.472139746072735,-97.80568201090227 30.472143725679388,-97.80569705627636 30.472130879312036,-97.80572446481239 30.472142174265095,-97.80582965721885 30.47203094738686,-97.80581251574563 30.472018101039584,-97.80582942600023 30.472000119218723,-97.80582044673537 30.4719922841804,-97.80587721052518 30.47194062311585,-97.80586691907547 30.471932885024398,-97.80618295272814 30.471620350339503,-97.80564476520169 30.471227353150326))"
Macy's,4301 W Wisconsin Ave ,Appleton,WI,54913,2760,"POLYGON((44.26937190407229 -88.47198996114179,44.27037133644903 -88.47173783349439,44.27041130976676 -88.47216493116048,44.2703936645367 -88.47216958098744,44.27039654544448 -88.47220579080914,44.270380820568015 -88.47221513458095,44.270410229731965 -88.47244710169457,44.27042655486957 -88.47244307838105,44.27043039607775 -88.47248465262078,44.27045176235558 -88.47248322384456,44.27047985058559 -88.47272587625378,44.27014391777918 -88.47280787232336,44.270137195631925 -88.47278105023321,44.27010567974517 -88.4727892853441,44.27010026641655 -88.47277088690936,44.26993194979098 -88.47281187383885,44.26993387041126 -88.47283601371998,44.269912218491285 -88.4728428855559,44.26991404972251 -88.4728660196975,44.269566240292136 -88.47294715699678,44.26955820572309 -88.47288949100368,44.26951912360066 -88.47289727222369,44.269511731926976 -88.47284470376047,44.269475530631155 -88.47285114391127,44.269456615013176 -88.47271274483717,44.269474103418766 -88.47270765949679,44.26947066744312 -88.4726679844735,44.269488763751866 -88.4726556895672,44.2694596541771 -88.47242725168559,44.26944176835258 -88.47243171598001,44.26943672676403 -88.4723950470044,44.2694170403945 -88.47239949323642,44.26937190407229 -88.47198996114179))","POLYGON((-88.47198996114179 44.26937190407229,-88.47173783349439 44.27037133644903,-88.47216493116048 44.27041130976676,-88.47216958098744 44.2703936645367,-88.47220579080914 44.27039654544448,-88.47221513458095 44.270380820568015,-88.47244710169457 44.270410229731965,-88.47244307838105 44.27042655486957,-88.47248465262078 44.27043039607775,-88.47248322384456 44.27045176235558,-88.47272587625378 44.27047985058559,-88.47280787232336 44.27014391777918,-88.47278105023321 44.270137195631925,-88.4727892853441 44.27010567974517,-88.47277088690936 44.27010026641655,-88.47281187383885 44.26993194979098,-88.47283601371998 44.26993387041126,-88.4728428855559 44.269912218491285,-88.4728660196975 44.26991404972251,-88.47294715699678 44.269566240292136,-88.47288949100368 44.26955820572309,-88.47289727222369 44.26951912360066,-88.47284470376047 44.269511731926976,-88.47285114391127 44.269475530631155,-88.47271274483717 44.269456615013176,-88.47270765949679 44.269474103418766,-88.4726679844735 44.26947066744312,-88.4726556895672 44.269488763751866,-88.47242725168559 44.2694596541771,-88.47243171598001 44.26944176835258,-88.4723950470044 44.26943672676403,-88.47239949323642 44.2694170403945,-88.47198996114179 44.26937190407229))"
Macy's,2190 E Williams Field Rd,Gilbert,AZ,85295,2757,"POLYGON((33.31056624862171 -111.74026777512324,33.311192450166466 -111.74015645668078,33.31167967532243 -111.74027581531391,33.311694756010006 -111.74045016083357,33.31177871412877 -111.74045552975429,33.31177871412877 -111.74076911086001,33.31158526736989 -111.74078752619431,33.311575625132946 -111.74082740037124,33.31147564652142 -111.74083204705482,33.311472942632065 -111.74092717074103,33.311261316153306 -111.74091357060138,33.31124153627097 -111.74075762514042,33.31099575766482 -111.74074614229573,33.3109973359989 -111.74090556575266,33.31077634126202 -111.74090254795243,33.31077369163575 -111.74083213989945,33.31066079963832 -111.74082007015306,33.310632270856004 -111.74078520218802,33.31046762087491 -111.74077983969607,33.31046762108371 -111.74046406907388,33.310557282716125 -111.74047016337414,33.31056624862171 -111.74026777512324))","POLYGON((-111.74026777512324 33.31056624862171,-111.74015645668078 33.311192450166466,-111.74027581531391 33.31167967532243,-111.74045016083357 33.311694756010006,-111.74045552975429 33.31177871412877,-111.74076911086001 33.31177871412877,-111.74078752619431 33.31158526736989,-111.74082740037124 33.311575625132946,-111.74083204705482 33.31147564652142,-111.74092717074103 33.311472942632065,-111.74091357060138 33.311261316153306,-111.74075762514042 33.31124153627097,-111.74074614229573 33.31099575766482,-111.74090556575266 33.3109973359989,-111.74090254795243 33.31077634126202,-111.74083213989945 33.31077369163575,-111.74082007015306 33.31066079963832,-111.74078520218802 33.310632270856004,-111.74077983969607 33.31046762087491,-111.74046406907388 33.31046762108371,-111.74047016337414 33.310557282716125,-111.74026777512324 33.31056624862171))"
Macy's,12411 Wayzata Blvd ,Hopkins,MN,55305,2756,"POLYGON((44.968772979915336 -93.43723887984925,44.969846522303364 -93.43763584678345,44.96952013313195 -93.43921762543027,44.96843140341391 -93.43877774315183,44.968772979915336 -93.43723887984925))","POLYGON((-93.43723887984925 44.968772979915336,-93.43763584678345 44.969846522303364,-93.43921762543027 44.96952013313195,-93.43877774315183 44.96843140341391,-93.43723887984925 44.968772979915336))"
Macy's,310 Daniel Webster Hwy ,Nashua,NH,03060,2756,"POLYGON((42.70211718274316 -71.43554148826598,42.70213689561978 -71.43592966779903,42.7021842025832 -71.43600037600015,42.70218420243297 -71.43619129837691,42.702140837313316 -71.43625457304495,42.702152663025046 -71.43675772991946,42.70151510340581 -71.43676845875552,42.70149539474078 -71.43626225838722,42.701434288952335 -71.4361915495266,42.701447101245385 -71.436027449486,42.70148110305424 -71.4359507641069,42.70147839225708 -71.43555300541527,42.701683461363096 -71.43554992920917,42.701730804239695 -71.43546256036257,42.70186091715143 -71.4354564267104,42.701922031419315 -71.43553919058195,42.70211718274316 -71.43554148826598))","POLYGON((-71.43554148826598 42.70211718274316,-71.43592966779903 42.70213689561978,-71.43600037600015 42.7021842025832,-71.43619129837691 42.70218420243297,-71.43625457304495 42.702140837313316,-71.43675772991946 42.702152663025046,-71.43676845875552 42.70151510340581,-71.43626225838722 42.70149539474078,-71.4361915495266 42.701434288952335,-71.436027449486 42.701447101245385,-71.4359507641069 42.70148110305424,-71.43555300541527 42.70147839225708,-71.43554992920917 42.701683461363096,-71.43546256036257 42.701730804239695,-71.4354564267104 42.70186091715143,-71.43553919058195 42.701922031419315,-71.43554148826598 42.70211718274316))"
Macy's,4500 E Cactus Rd,Phoenix,AZ,85032,2744,"POLYGON((33.6010012194906 -111.98333242017077,33.601172328860116 -111.98317372754718,33.60155790697511 -111.98307940956363,33.60193587322257 -111.98345940538724,33.60196938336533 -111.983886795773,33.60164321421321 -111.9843660632963,33.601342324316924 -111.98442930622878,33.600893987563644 -111.98402048214814,33.600893987186865 -111.9835729755506,33.6010012194906 -111.98333242017077))","POLYGON((-111.98333242017077 33.6010012194906,-111.98317372754718 33.601172328860116,-111.98307940956363 33.60155790697511,-111.98345940538724 33.60193587322257,-111.983886795773 33.60196938336533,-111.9843660632963 33.60164321421321,-111.98442930622878 33.601342324316924,-111.98402048214814 33.600893987563644,-111.9835729755506 33.600893987186865,-111.98333242017077 33.6010012194906))"
Macy's,1004 Ross Park Mall Dr ,Pittsburgh,PA,15237,2739,"POLYGON((40.54075859223657 -80.00824543615511,40.54089745007272 -80.00823236046244,40.540975158147546 -80.00810126753493,40.54126918016667 -80.00806438704456,40.541392488064744 -80.00815155894611,40.54184293581448 -80.0081005968683,40.54191631439599 -80.00886229400851,40.54084012530865 -80.0089856756232,40.54075859223657 -80.00824543615511))","POLYGON((-80.00824543615511 40.54075859223657,-80.00823236046244 40.54089745007272,-80.00810126753493 40.540975158147546,-80.00806438704456 40.54126918016667,-80.00815155894611 40.541392488064744,-80.0081005968683 40.54184293581448,-80.00886229400851 40.54191631439599,-80.0089856756232 40.54084012530865,-80.00824543615511 40.54075859223657))"
Macy's,1000 Rivergate Pkwy,Goodlettsville,TN,37072,2731,"POLYGON((36.30214994365312 -86.6998069567818,36.303131335829015 -86.69947972728198,36.30328696952866 -86.70023078065253,36.30232719535022 -86.70057410340644,36.30214994365312 -86.6998069567818))","POLYGON((-86.6998069567818 36.30214994365312,-86.69947972728198 36.303131335829015,-86.70023078065253 36.30328696952866,-86.70057410340644 36.30232719535022,-86.6998069567818 36.30214994365312))"
Macy's,2075 Festival Plaza Dr ,Las Vegas,NV,89135,2727,"POLYGON((36.14848844557169 -115.33416393980326,36.14954650529422 -115.33415857538523,36.149542173633414 -115.33497536309898,36.14850144072793 -115.33499145635307,36.14848844557169 -115.33416393980326))","POLYGON((-115.33416393980326 36.14848844557169,-115.33415857538523 36.14954650529422,-115.33497536309898 36.149542173633414,-115.33499145635307 36.14850144072793,-115.33416393980326 36.14848844557169))"
Macy's,800 Southland Mall,Hayward,CA,94545,2720,"POLYGON((37.650013984964275 -122.10362813125278,37.65061197939603 -122.10392853866244,37.650238217821276 -122.10499495340298,37.64962323103596 -122.10455507112454,37.650013984964275 -122.10362813125278))","POLYGON((-122.10362813125278 37.650013984964275,-122.10392853866244 37.65061197939603,-122.10499495340298 37.650238217821276,-122.10455507112454 37.64962323103596,-122.10362813125278 37.650013984964275))"
Macy's,1 Worcester Road,Framingham,MA,01701,2711,"POLYGON((42.301186032970136 -71.39307259086644,42.30133632180092 -71.39308130815039,42.30134972813012 -71.39296127926605,42.3014598606007 -71.39296798465364,42.30145793985261 -71.39308868405715,42.301775474136136 -71.39308868412053,42.30176357139953 -71.39382126925244,42.30169749297382 -71.393820933945,42.30169489586678 -71.393860831773,42.30157464173681 -71.39385479675036,42.30157615630006 -71.39381054026273,42.30134113009125 -71.39380249368014,42.30133925430264 -71.39384540896941,42.30122441009127 -71.39383468008401,42.30122484301695 -71.3937971292197,42.301170162505564 -71.39379712937131,42.301186032970136 -71.39307259086644))","POLYGON((-71.39307259086644 42.301186032970136,-71.39308130815039 42.30133632180092,-71.39296127926605 42.30134972813012,-71.39296798465364 42.3014598606007,-71.39308868405715 42.30145793985261,-71.39308868412053 42.301775474136136,-71.39382126925244 42.30176357139953,-71.393820933945 42.30169749297382,-71.393860831773 42.30169489586678,-71.39385479675036 42.30157464173681,-71.39381054026273 42.30157615630006,-71.39380249368014 42.30134113009125,-71.39384540896941 42.30133925430264,-71.39383468008401 42.30122441009127,-71.3937971292197 42.30122484301695,-71.39379712937131 42.301170162505564,-71.39307259086644 42.301186032970136))"
